i_0,#_households,owner_households,GEOID,fraction,geometry,Max Potential Damage: Structure,Damage: Structure,Risk (EAD),ave_i_0
42430300.0,303,165,450190001001,0.5445544554455446,"POLYGON ((-79.941076 32.778422, -79.940793 32.778531, -79.939944 32.778861, -79.939662 32.778971, -79.939552 32.779012, -79.939384 32.77908, -79.939197 32.779159, -79.938551 32.779415, -79.938426 32.779466, -79.938275 32.779531, -79.938143 32.779581, -79.937749 32.779733, -79.937618 32.779784, -79.937585 32.779564, -79.937531 32.779202, -79.937486 32.778905, -79.937453 32.778686, -79.937546 32.778671, -79.937568 32.778668, -79.937602 32.778648, -79.937609 32.778633, -79.937607 32.778569, -79.937589 32.778426, -79.937578 32.778332, -79.937565 32.778221, -79.937527 32.777887, -79.937515 32.777777, -79.937508 32.777692, -79.937487 32.777437, -79.937481 32.777353, -79.937185 32.77738, -79.936298 32.777462, -79.936094 32.777482, -79.936003 32.777482, -79.935913 32.777474, -79.935768 32.777487, -79.935344 32.777529, -79.935066 32.777555, -79.934832 32.777579, -79.934797 32.777287, -79.934751 32.776889, -79.93469 32.776414, -79.934653 32.776123, -79.934883 32.776099, -79.935288 32.776057, -79.935573 32.776033, -79.935804 32.776014, -79.936123 32.775978, -79.937317 32.775898, -79.937462 32.775883, -79.937538 32.775879, -79.93763 32.775856, -79.938338 32.775759, -79.939556 32.77565, -79.939553 32.775677, -79.939615 32.775804, -79.939652 32.77588, -79.939719 32.775934, -79.939881 32.776228, -79.939963 32.776377, -79.940007 32.776463, -79.940038 32.776518, -79.940273 32.776939, -79.940352 32.77708, -79.940496 32.777348, -79.940931 32.778153, -79.941076 32.778422))",69135163.8296,15342739.74,2114086.07,140033.99339933993
63660700.0,316,254,450190001002,0.8037974683544303,"POLYGON ((-79.939556 32.77565, -79.938338 32.775759, -79.93763 32.775856, -79.937538 32.775879, -79.937462 32.775883, -79.937317 32.775898, -79.936123 32.775978, -79.935804 32.776014, -79.935573 32.776033, -79.935288 32.776057, -79.934883 32.776099, -79.934653 32.776123, -79.934603 32.775753, -79.934547 32.775332, -79.93444 32.774648, -79.934394 32.77435, -79.934383 32.77428, -79.934287 32.774299, -79.934236 32.774175, -79.93417 32.773848, -79.933964 32.772824, -79.933896 32.772472, -79.933824 32.772092, -79.933816 32.772012, -79.93415 32.771974, -79.934365 32.771951, -79.935154 32.771869, -79.935386 32.771846, -79.935489 32.771839, -79.935605 32.77183, -79.935648 32.771825, -79.936126 32.771774, -79.936221 32.771765, -79.936286 32.771761, -79.936389 32.771749, -79.936699 32.771717, -79.936803 32.771707, -79.936838 32.771718, -79.936848 32.771723, -79.93694 32.771768, -79.936975 32.771785, -79.937173 32.771876, -79.937768 32.772149, -79.937967 32.772241, -79.938199 32.772347, -79.938897 32.772668, -79.938966 32.7727, -79.939131 32.772772, -79.93912 32.772839, -79.939122 32.772926, -79.939127 32.772958, -79.939212 32.773516, -79.939221 32.773575, -79.939237 32.773703, -79.939249 32.773775, -79.93954 32.775581, -79.939556 32.77565))",116754273.349,31567244.71,3838493.52,201457.91139240508
68497300.0,262,245,450190001003,0.9351145038167938,"POLYGON ((-79.949365 32.77372, -79.949255 32.773776, -79.948768 32.774023, -79.9476 32.77462, -79.94665 32.775104, -79.945944 32.775465, -79.945911 32.775475, -79.945812 32.775512, -79.94578 32.775524, -79.944354 32.776183, -79.944745 32.776883, -79.944786 32.776976, -79.944325 32.777154, -79.943988 32.777278, -79.943881 32.777321, -79.943599 32.777428, -79.942755 32.777752, -79.942474 32.777862, -79.942194 32.777973, -79.941355 32.778309, -79.941076 32.778422, -79.940931 32.778153, -79.940496 32.777348, -79.940352 32.77708, -79.940273 32.776939, -79.940038 32.776518, -79.940007 32.776463, -79.939963 32.776377, -79.939881 32.776228, -79.939719 32.775934, -79.939652 32.77588, -79.939615 32.775804, -79.939553 32.775677, -79.939556 32.77565, -79.93954 32.775581, -79.939249 32.773775, -79.939237 32.773703, -79.939221 32.773575, -79.939212 32.773516, -79.939127 32.772958, -79.939122 32.772926, -79.93912 32.772839, -79.939131 32.772772, -79.938966 32.7727, -79.938897 32.772668, -79.938199 32.772347, -79.937967 32.772241, -79.937768 32.772149, -79.937173 32.771876, -79.936975 32.771785, -79.93694 32.771768, -79.936848 32.771723, -79.936838 32.771718, -79.936803 32.771707, -79.936699 32.771717, -79.936389 32.771749, -79.936286 32.771761, -79.936221 32.771765, -79.936126 32.771774, -79.935648 32.771825, -79.935605 32.77183, -79.935489 32.771839, -79.935386 32.771846, -79.935154 32.771869, -79.934365 32.771951, -79.93415 32.771974, -79.933816 32.772012, -79.933804 32.77191, -79.933783 32.771726, -79.933777 32.771605, -79.933772 32.771504, -79.933764 32.771404, -79.93376 32.771333, -79.933735 32.77082, -79.933735 32.770808, -79.933738 32.770649, -79.934066 32.770666, -79.934182 32.770673, -79.935053 32.770711, -79.935241 32.77072, -79.935382 32.77073, -79.935383 32.770638, -79.935395 32.770531, -79.935463 32.769937, -79.935477 32.769824, -79.935486 32.769739, -79.935492 32.769704, -79.935632 32.768383, -79.935696 32.767789, -79.9359 32.765874, -79.936048 32.764489, -79.936054 32.764424, -79.936195 32.763105, -79.937138 32.763385, -79.938352 32.763748, -79.93997 32.764229, -79.940509 32.764391, -79.940712 32.764452, -79.940915 32.764512, -79.941439 32.765276, -79.941974 32.766055, -79.942764 32.767206, -79.942958 32.767601, -79.943368 32.768434, -79.944589 32.76948, -79.948253 32.772618, -79.949475 32.773664, -79.949365 32.77372))",124096045.214,39009013.26,6913446.8,261440.07633587785
55171400.0,243,195,450190002001,0.8024691358024691,"POLYGON ((-79.934832 32.777579, -79.934766 32.777585, -79.934572 32.777603, -79.934507 32.77761, -79.934183 32.777641, -79.933851 32.777673, -79.933212 32.777724, -79.932989 32.777744, -79.932889 32.77776, -79.93255 32.777814, -79.931537 32.777983, -79.931199 32.77804, -79.931116 32.778063, -79.930972 32.778079, -79.930829 32.778098, -79.929716 32.778263, -79.929437 32.778305, -79.929346 32.778322, -79.929205 32.778345, -79.928783 32.778415, -79.928643 32.778439, -79.928522 32.778458, -79.92816 32.778519, -79.92804 32.77854, -79.927831 32.77857, -79.92744 32.778629, -79.927205 32.778664, -79.927188 32.778667, -79.926999 32.778707, -79.926835 32.778734, -79.926347 32.778815, -79.926184 32.778843, -79.926068 32.778861, -79.925721 32.778917, -79.925707 32.778921, -79.925677 32.778931, -79.925655 32.778945, -79.925625 32.778978, -79.923684 32.779281, -79.917268 32.780019, -79.917291 32.77949, -79.917272 32.778157, -79.917221 32.774579, -79.917215 32.774158, -79.917196 32.772825, -79.917189 32.772364, -79.917169 32.770981, -79.917163 32.770522, -79.919235 32.770862, -79.919644 32.77093, -79.923659 32.771745, -79.925413 32.772095, -79.92621 32.772254, -79.927472 32.772513, -79.927578 32.772558, -79.9275 32.772734, -79.927459 32.77283, -79.927382 32.773027, -79.927362 32.773091, -79.927338 32.773221, -79.927335 32.773282, -79.927326 32.773474, -79.927324 32.77352, -79.927312 32.773714, -79.927285 32.774172, -79.927264 32.774434, -79.927245 32.774675, -79.92724 32.774703, -79.927238 32.774722, -79.927232 32.774775, -79.92723 32.77479, -79.927229 32.77482, -79.927223 32.774876, -79.927206 32.77505, -79.927201 32.775109, -79.927338 32.775102, -79.927402 32.775094, -79.928006 32.775027, -79.928208 32.775005, -79.92838 32.774985, -79.928899 32.774928, -79.928984 32.774919, -79.929071 32.774903, -79.929162 32.774888, -79.929413 32.774859, -79.930442 32.774745, -79.930786 32.774708, -79.931126 32.774669, -79.932146 32.774552, -79.932413 32.774522, -79.932486 32.774509, -79.932568 32.774494, -79.932629 32.774486, -79.933063 32.774434, -79.933208 32.774419, -79.933424 32.774396, -79.934072 32.774327, -79.934186 32.774317, -79.934287 32.774299, -79.934383 32.77428, -79.934394 32.77435, -79.93444 32.774648, -79.934547 32.775332, -79.934603 32.775753, -79.934653 32.776123, -79.93469 32.776414, -79.934751 32.776889, -79.934797 32.777287, -79.934832 32.777579))",124269329.6702,5285613.29,729550.02,227042.79835390946
126362700.0,366,311,450190002002,0.8497267759562842,"POLYGON ((-79.936195 32.763105, -79.936054 32.764424, -79.936048 32.764489, -79.9359 32.765874, -79.935696 32.767789, -79.935632 32.768383, -79.935492 32.769704, -79.935486 32.769739, -79.935477 32.769824, -79.935463 32.769937, -79.935395 32.770531, -79.935383 32.770638, -79.935382 32.77073, -79.935241 32.77072, -79.935053 32.770711, -79.934182 32.770673, -79.934066 32.770666, -79.933738 32.770649, -79.933735 32.770808, -79.933735 32.77082, -79.93376 32.771333, -79.933764 32.771404, -79.933772 32.771504, -79.933777 32.771605, -79.933783 32.771726, -79.933804 32.77191, -79.933816 32.772012, -79.933824 32.772092, -79.933896 32.772472, -79.933964 32.772824, -79.93417 32.773848, -79.934236 32.774175, -79.934287 32.774299, -79.934186 32.774317, -79.934072 32.774327, -79.933424 32.774396, -79.933208 32.774419, -79.933063 32.774434, -79.932629 32.774486, -79.932568 32.774494, -79.932486 32.774509, -79.932413 32.774522, -79.932146 32.774552, -79.931126 32.774669, -79.930786 32.774708, -79.930442 32.774745, -79.929413 32.774859, -79.929162 32.774888, -79.929071 32.774903, -79.928984 32.774919, -79.928899 32.774928, -79.92838 32.774985, -79.928208 32.775005, -79.928006 32.775027, -79.927402 32.775094, -79.927338 32.775102, -79.927201 32.775109, -79.927206 32.77505, -79.927223 32.774876, -79.927229 32.77482, -79.92723 32.77479, -79.927232 32.774775, -79.927238 32.774722, -79.92724 32.774703, -79.927245 32.774675, -79.927264 32.774434, -79.927285 32.774172, -79.927312 32.773714, -79.927324 32.77352, -79.927326 32.773474, -79.927335 32.773282, -79.927338 32.773221, -79.927362 32.773091, -79.927382 32.773027, -79.927459 32.77283, -79.9275 32.772734, -79.927578 32.772558, -79.927472 32.772513, -79.92621 32.772254, -79.925413 32.772095, -79.923659 32.771745, -79.919644 32.77093, -79.919235 32.770862, -79.917163 32.770522, -79.917087 32.769072, -79.91686 32.764722, -79.916785 32.763274, -79.918769 32.763201, -79.924384 32.762996, -79.924721 32.762999, -79.926707 32.763017, -79.92777 32.763027, -79.928604 32.763033, -79.928833 32.763037, -79.930016 32.763048, -79.931198 32.763059, -79.933572 32.763081, -79.934297 32.763087, -79.935946 32.763103, -79.93607 32.763104, -79.936195 32.763105))",184110977.863,28540449.18,2702001.98,345253.2786885246
84965500.0,598,122,450190004001,0.2040133779264214,"POLYGON ((-79.940956 32.784378, -79.940641 32.784442, -79.940352 32.784501, -79.93978 32.78462, -79.939696 32.784639, -79.939384 32.784714, -79.939222 32.784761, -79.939206 32.784765, -79.938681 32.784951, -79.938506 32.785014, -79.938346 32.785072, -79.937867 32.785249, -79.937708 32.785308, -79.937615 32.785153, -79.937591 32.785116, -79.937233 32.784548, -79.937114 32.784359, -79.937281 32.784287, -79.937563 32.784171, -79.937788 32.784092, -79.93796 32.784033, -79.938121 32.783956, -79.938607 32.783724, -79.938769 32.783648, -79.938723 32.783565, -79.938585 32.783316, -79.93854 32.783234, -79.938474 32.783116, -79.938277 32.782763, -79.938212 32.782646, -79.938154 32.782546, -79.937982 32.782248, -79.937925 32.782149, -79.937864 32.782051, -79.937805 32.781945, -79.93746 32.781331, -79.937346 32.781126, -79.937286 32.78103, -79.937228 32.780925, -79.937138 32.780761, -79.936885 32.780316, -79.936783 32.780136, -79.936771 32.780115, -79.936689 32.780147, -79.936445 32.780247, -79.936364 32.78028, -79.936063 32.780399, -79.935163 32.780759, -79.934863 32.780879, -79.934802 32.780901, -79.93462 32.780968, -79.93456 32.780991, -79.934327 32.781084, -79.934149 32.781155, -79.933631 32.781366, -79.933399 32.78146, -79.933329 32.781323, -79.933318 32.781294, -79.933311 32.781272, -79.933278 32.781121, -79.933252 32.780929, -79.933231 32.780749, -79.933211 32.780566, -79.9332 32.780476, -79.933168 32.780208, -79.933158 32.780119, -79.933148 32.780039, -79.933119 32.779798, -79.93311 32.779719, -79.933098 32.779621, -79.933063 32.779328, -79.933052 32.779232, -79.933037 32.779094, -79.932993 32.77868, -79.932979 32.778543, -79.932972 32.778478, -79.932951 32.778286, -79.932945 32.778222, -79.932935 32.778129, -79.932904 32.777851, -79.932889 32.77776, -79.932989 32.777744, -79.933212 32.777724, -79.933851 32.777673, -79.934183 32.777641, -79.934507 32.77761, -79.934572 32.777603, -79.934766 32.777585, -79.934832 32.777579, -79.935066 32.777555, -79.935344 32.777529, -79.935768 32.777487, -79.935913 32.777474, -79.936003 32.777482, -79.936094 32.777482, -79.936298 32.777462, -79.937185 32.77738, -79.937481 32.777353, -79.937487 32.777437, -79.937508 32.777692, -79.937515 32.777777, -79.937527 32.777887, -79.937565 32.778221, -79.937578 32.778332, -79.937589 32.778426, -79.937607 32.778569, -79.937609 32.778633, -79.937602 32.778648, -79.937568 32.778668, -79.937546 32.778671, -79.937453 32.778686, -79.937486 32.778905, -79.937531 32.779202, -79.937585 32.779564, -79.937618 32.779784, -79.937749 32.779733, -79.938143 32.779581, -79.938275 32.779531, -79.938384 32.779733, -79.938475 32.779904, -79.93872 32.780341, -79.938778 32.780445, -79.938829 32.780546, -79.938942 32.780752, -79.939284 32.781371, -79.939344 32.781479, -79.939409 32.781572, -79.939525 32.781789, -79.939876 32.782442, -79.939993 32.78266, -79.940185 32.783003, -79.940763 32.784034, -79.940956 32.784378))",57474287.3381,1994985.13,176181.36000000002,142082.77591973243
75415900.0,519,191,450190004002,0.36801541425818884,"POLYGON ((-79.938769 32.783648, -79.938607 32.783724, -79.938121 32.783956, -79.93796 32.784033, -79.937788 32.784092, -79.937563 32.784171, -79.937281 32.784287, -79.937114 32.784359, -79.937233 32.784548, -79.937591 32.785116, -79.937615 32.785153, -79.937708 32.785308, -79.937617 32.785337, -79.936851 32.785607, -79.936268 32.785813, -79.934262 32.786692, -79.933788 32.786901, -79.93237 32.787535, -79.931897 32.787746, -79.931859 32.787551, -79.931745 32.786973, -79.931707 32.78678, -79.931674 32.786611, -79.931578 32.786111, -79.931546 32.785944, -79.931531 32.78589, -79.931507 32.785836, -79.931499 32.785818, -79.931323 32.785547, -79.931261 32.785451, -79.931148 32.785278, -79.93081 32.784759, -79.930698 32.784586, -79.93062 32.784467, -79.930389 32.784112, -79.930312 32.783995, -79.930249 32.783917, -79.930206 32.783852, -79.929912 32.783409, -79.929814 32.783262, -79.929911 32.783219, -79.930019 32.783174, -79.930638 32.782922, -79.930845 32.782838, -79.931028 32.782763, -79.931577 32.782541, -79.931761 32.782467, -79.932121 32.782314, -79.933201 32.781854, -79.933562 32.781702, -79.933529 32.781653, -79.933431 32.781508, -79.933399 32.78146, -79.933631 32.781366, -79.934149 32.781155, -79.934327 32.781084, -79.93456 32.780991, -79.93462 32.780968, -79.934802 32.780901, -79.934863 32.780879, -79.935163 32.780759, -79.936063 32.780399, -79.936364 32.78028, -79.936445 32.780247, -79.936689 32.780147, -79.936771 32.780115, -79.936783 32.780136, -79.936885 32.780316, -79.937138 32.780761, -79.937228 32.780925, -79.937286 32.78103, -79.937346 32.781126, -79.93746 32.781331, -79.937805 32.781945, -79.937864 32.782051, -79.937925 32.782149, -79.937982 32.782248, -79.938154 32.782546, -79.938212 32.782646, -79.938277 32.782763, -79.938474 32.783116, -79.93854 32.783234, -79.938585 32.783316, -79.938723 32.783565, -79.938769 32.783648))",202290154.6607,199861.14,102647.39,145310.01926782273
72556200.0,388,243,450190005001,0.6262886597938144,"POLYGON ((-79.946918 32.782889, -79.946501 32.783002, -79.945566 32.783258, -79.945555 32.78326, -79.945328 32.783327, -79.945287 32.783337, -79.944482 32.783555, -79.944214 32.783628, -79.944065 32.783664, -79.94362 32.783774, -79.943472 32.783811, -79.943274 32.783855, -79.94268 32.783988, -79.942483 32.784033, -79.942177 32.784101, -79.941261 32.784309, -79.940956 32.784378, -79.940763 32.784034, -79.940185 32.783003, -79.939993 32.78266, -79.939876 32.782442, -79.939525 32.781789, -79.939409 32.781572, -79.939518 32.781526, -79.939687 32.78146, -79.940528 32.781137, -79.940809 32.78103, -79.941088 32.780918, -79.941926 32.780589, -79.94206 32.780537, -79.942204 32.780475, -79.942484 32.780361, -79.943326 32.78002, -79.943432 32.779978, -79.943611 32.779918, -79.943779 32.77986, -79.943892 32.779815, -79.944729 32.779483, -79.945008 32.779375, -79.945126 32.779589, -79.945375 32.780042, -79.945478 32.780234, -79.945539 32.78035, -79.945599 32.780449, -79.945711 32.780655, -79.946049 32.781276, -79.946111 32.78139, -79.946165 32.781481, -79.946235 32.78161, -79.946448 32.781998, -79.946519 32.782128, -79.946918 32.782889))",105931041.293,22288550.8,3204656.95,187000.51546391752
50073300.0,465,228,450190005002,0.49032258064516127,"POLYGON ((-79.956696 32.779799, -79.956566 32.779912, -79.956491 32.779978, -79.956397 32.780046, -79.956166 32.780215, -79.95609 32.780268, -79.955938 32.780365, -79.955782 32.780458, -79.95565 32.78053, -79.95556 32.780578, -79.95539 32.780659, -79.95532 32.780685, -79.954991 32.780822, -79.954871 32.780869, -79.954831 32.780884, -79.954513 32.780986, -79.954303 32.781044, -79.954261 32.781053, -79.9542 32.781067, -79.954172 32.781072, -79.954049 32.781095, -79.95392 32.781121, -79.953906 32.781123, -79.953818 32.78114, -79.953752 32.781152, -79.953643 32.781171, -79.953285 32.781235, -79.952675 32.781334, -79.952087 32.781464, -79.951813 32.781521, -79.951636 32.781558, -79.951263 32.781635, -79.951054 32.78168, -79.95099 32.781694, -79.950294 32.781886, -79.950238 32.781951, -79.950018 32.782009, -79.949933 32.782034, -79.949676 32.782111, -79.949023 32.782291, -79.94872 32.782375, -79.948492 32.782438, -79.947811 32.782632, -79.947584 32.782697, -79.946918 32.782889, -79.946519 32.782128, -79.946448 32.781998, -79.946235 32.78161, -79.946165 32.781481, -79.946111 32.78139, -79.946049 32.781276, -79.945711 32.780655, -79.945599 32.780449, -79.945539 32.78035, -79.945478 32.780234, -79.945375 32.780042, -79.945126 32.779589, -79.945008 32.779375, -79.944729 32.779483, -79.943892 32.779815, -79.943779 32.77986, -79.943611 32.779918, -79.943432 32.779978, -79.943326 32.78002, -79.942484 32.780361, -79.942204 32.780475, -79.94206 32.780537, -79.941926 32.780589, -79.941088 32.780918, -79.940809 32.78103, -79.940528 32.781137, -79.939687 32.78146, -79.939518 32.781526, -79.939409 32.781572, -79.939344 32.781479, -79.939284 32.781371, -79.938942 32.780752, -79.938829 32.780546, -79.938778 32.780445, -79.93872 32.780341, -79.938475 32.779904, -79.938384 32.779733, -79.938275 32.779531, -79.938426 32.779466, -79.938551 32.779415, -79.939197 32.779159, -79.939384 32.77908, -79.939552 32.779012, -79.939662 32.778971, -79.939944 32.778861, -79.940793 32.778531, -79.941076 32.778422, -79.941355 32.778309, -79.942194 32.777973, -79.942474 32.777862, -79.942755 32.777752, -79.943599 32.777428, -79.943881 32.777321, -79.943988 32.777278, -79.944325 32.777154, -79.944786 32.776976, -79.944745 32.776883, -79.944354 32.776183, -79.94578 32.775524, -79.945812 32.775512, -79.945911 32.775475, -79.945944 32.775465, -79.94665 32.775104, -79.9476 32.77462, -79.948768 32.774023, -79.949255 32.773776, -79.949365 32.77372, -79.949475 32.773664, -79.949631 32.77379, -79.949786 32.773917, -79.950949 32.774862, -79.950967 32.774877, -79.952148 32.775837, -79.954497 32.777747, -79.955371 32.778458, -79.956846 32.779657, -79.956696 32.779799))",87342202.7878,18528458.89,1973800.01,107684.51612903226
58435400.0,576,136,450190006001,0.2361111111111111,"POLYGON ((-79.961024 32.783496, -79.959605 32.784141, -79.95871 32.784557, -79.958683 32.784569, -79.958574 32.784621, -79.958367 32.784698, -79.958163 32.784783, -79.958041 32.784828, -79.957822 32.784897, -79.957631 32.784951, -79.957448 32.785, -79.957275 32.785046, -79.957199 32.785068, -79.957018 32.785124, -79.956774 32.785211, -79.956565 32.7853, -79.956477 32.785341, -79.956359 32.785397, -79.956249 32.785459, -79.956214 32.785477, -79.956006 32.785589, -79.955865 32.785685, -79.955816 32.785723, -79.955756 32.785769, -79.955544 32.785949, -79.955278 32.786177, -79.955056 32.786362, -79.954816 32.786545, -79.954718 32.786611, -79.954614 32.786683, -79.954534 32.786733, -79.954423 32.786804, -79.954284 32.786874, -79.953604 32.787232, -79.953456 32.787292, -79.952799 32.787602, -79.952672 32.787663, -79.952291 32.787847, -79.952165 32.787909, -79.951846 32.78807, -79.951498 32.788249, -79.950961 32.788495, -79.950825 32.788562, -79.950603 32.788663, -79.950518 32.788704, -79.950006 32.788955, -79.949533 32.789172, -79.949286 32.789288, -79.949176 32.789342, -79.94904 32.789406, -79.948632 32.7896, -79.948497 32.789665, -79.948258 32.789777, -79.947543 32.790115, -79.947305 32.790228, -79.947239 32.790107, -79.947199 32.790021, -79.947042 32.789675, -79.946914 32.789385, -79.946821 32.789173, -79.946759 32.789035, -79.946573 32.788621, -79.946512 32.788483, -79.946461 32.78837, -79.946311 32.788038, -79.946261 32.787928, -79.946233 32.787868, -79.946149 32.787688, -79.946122 32.787629, -79.946063 32.787501, -79.945888 32.787118, -79.94583 32.786992, -79.945536 32.787073, -79.944658 32.787323, -79.944578 32.787347, -79.944364 32.787402, -79.944307 32.787416, -79.944136 32.787464, -79.94408 32.787482, -79.943924 32.787521, -79.943456 32.787642, -79.9433 32.787682, -79.943201 32.787501, -79.942906 32.78696, -79.942808 32.78678, -79.942715 32.786611, -79.942473 32.786172, -79.942438 32.786105, -79.94235 32.785935, -79.942253 32.785959, -79.941963 32.786035, -79.941867 32.78606, -79.941779 32.785894, -79.941641 32.785632, -79.941517 32.785397, -79.94143 32.785232, -79.941335 32.78506, -79.941143 32.78471, -79.941053 32.784547, -79.940999 32.784448, -79.940956 32.784378, -79.941261 32.784309, -79.942177 32.784101, -79.942483 32.784033, -79.94268 32.783988, -79.943274 32.783855, -79.943472 32.783811, -79.94362 32.783774, -79.944065 32.783664, -79.944214 32.783628, -79.944482 32.783555, -79.945287 32.783337, -79.945328 32.783327, -79.945555 32.78326, -79.945566 32.783258, -79.946501 32.783002, -79.946918 32.782889, -79.947584 32.782697, -79.947811 32.782632, -79.948492 32.782438, -79.94872 32.782375, -79.949023 32.782291, -79.949676 32.782111, -79.949933 32.782034, -79.950018 32.782009, -79.950238 32.781951, -79.950294 32.781886, -79.95099 32.781694, -79.951054 32.78168, -79.951263 32.781635, -79.951636 32.781558, -79.951813 32.781521, -79.952087 32.781464, -79.952675 32.781334, -79.953285 32.781235, -79.953643 32.781171, -79.953752 32.781152, -79.953818 32.78114, -79.953906 32.781123, -79.95392 32.781121, -79.954049 32.781095, -79.954172 32.781072, -79.9542 32.781067, -79.954261 32.781053, -79.954303 32.781044, -79.954513 32.780986, -79.954831 32.780884, -79.954871 32.780869, -79.954991 32.780822, -79.95532 32.780685, -79.95539 32.780659, -79.95556 32.780578, -79.95565 32.78053, -79.955782 32.780458, -79.955938 32.780365, -79.95609 32.780268, -79.956166 32.780215, -79.956397 32.780046, -79.956491 32.779978, -79.956566 32.779912, -79.956696 32.779799, -79.956846 32.779657, -79.9569 32.779707, -79.956954 32.779756, -79.957536 32.780293, -79.958674 32.781343, -79.959614 32.782198, -79.96031 32.782831, -79.961024 32.783496))",100755814.6649,16829659.84,2025643.68,101450.34722222222
